num	safe_title	img	alt	link	news	year	month	day
3002	RNAWorld	rnaworld.png	Disney lore: Canonically, because of how Elsa's abiogenesis powers work, Olaf is an RNA-only organism.			2024	10	23
3003	Sandwich Helix	sandwich_helix.png	The number one rule of string manipulation is that youâ€™ve got to specify your encodings.			2024	10	25
3004	Wells	wells.png	You do have to be careful, though--sometimes, instead of water, you hit this free fuel that you can sell for a lot of money instead.			2024	10	28
3005	Disposal	disposal.png	We were disappointed that the rocket didn't make a THOOOONK noise when it went into the tube, but we're setting up big loudspeakers for future launches to add the sound effect.			2024	10	30
3006	Demons	demons.png	Though they do appreciate how much he improved the heating system for the flame pit.			2024	11	1
3007	Probabilistic Uncertainty	probabilistic_uncertainty.png	"One popular strategy is to enter an emotional spiral. Could that be the right approach? We contacted several researchers who are experts in emotional spirals to ask them, but none of them were in a state to speak with us."			2024	11	4
3008	Proterozoic Rocks	proterozoic_rocks.png	These rocks are from a time before eyes, brains, and bones, pieces of a land warmed by an unseen sun.			2024	11	6
3009	Number Shortage	number_shortage.png	"10 minutes ago we were down to only 2 0s!" "How many do we have now?" "I ... don't know!!"			2024	11	8
3010	Geometriphylogenetics	geometriphylogenetics.png	There's a maximum likelihood that I'm doing phylogenetics wrong.			2024	11	11
3011	Europa Clipper	europa_clipper.png	They had BETTER make this a sample return mission.			2024	11	13
3012	The Future of Orion	the_future_of_orion.png	Dinosaur Cosmics			2024	11	15
3013	Kedging Cannon	kedging_cannon.png	The real key was inventing the windmill-powered winch.			2024	11	18
3014	Arizona Chess	arizona_chess.png	Sometimes, you have to sacrifice pieces to gain the advantage. Sometimes, to advance ... you have to fall back.			2024	11	20
3015	D&D Combinatorics	dnd_combinatorics.png	Look, you can't complain about this after giving us so many scenarios involving N locked chests and M unlabeled keys.			2024	11	22
3016	Cold Air	cold_air.png	We also should really have checked that the old water tower was disconnected from the water system before we started filling it with compressed air.			2024	11	25
3017	Neutrino Modem	neutrino_modem.png	Our sysadmin accidentally won a Nobel Prize while trying to debug neutrino oscillation error correction.			2024	11	27
3018	Second Stage	second_stage.png	Hmm, they won't do in-flight delivery, so let's order a new first and second stage to our emergency landing site and then try to touch down on top of them to save time.			2024	11	29
3019	Advent Calendar Advent Calendar	advent_calendar_advent_calendar.png	The growth rate of items per day may may seem absurd, but it's actually much less than the acceleration in the 12 Days of Christmas song.			2024	12	2
3020	Infinite Armada Chess	infinite_armada_chess.png	Stockfish 16 suggests the unconventional opening 1. RuntimeError: Out of bounds memory access			2024	12	4
3021	Seismologists	seismologists.png	And even when they're not distracted, they usually get kicked out for illegal under-the-net 'subduction spikes'.			2024	12	6
3022	Making Tea	making_tea.png	No, of course we don't microwave the mug WITH the teabag in it. We microwave the teabag separately.			2024	12	9
3023	The Maritime Approximation	the_maritime_approximation.png	It works because a nautical mile is based on a degree of latitude, and the Earth (e) is a circle.			2024	12	11
3024	METAR	metar.png	In the aviation world, they don't use AM/PM times. Instead, all times are assumed to be AM unless they're labeled NOTAM.			2024	12	13
3025	Phase Change	phase_change.png	Even when you try to make nice, smooth ice cubes in a freezer, sometimes one of them will shoot out a random ice spike, which physicists ascribe to kiki conservation.			2024	12	16
3026	Linear Sort	linear_sort.png	The best case is O(n), and the worst case is that someone checks why.			2024	12	18
3027	Exclusion Principle	exclusion_principle.png	Fermions are weird about each other in a standoffish way. Integer-spin particles are weird about each other in a 'stand uncomfortably close while talking' kind of way.			2024	12	20
3028	D&D Roll	dnd_roll.png	Under some circumstances, if you throw a D8 and then a D12 at an enemy, thanks to the D8's greater pointiness you actually have to roll a D12 and D8 respectively to determine damage.			2024	12	23
3029	Sun Avoidance	sun_avoidance.png	C'mon, ESA Solar Orbiter team, just give the Parker probe a LITTLE nudge at aphelion. Crash it into the sun. Fulfill the dream of Icarus. It is your destiny.			2024	12	25
3030	Lasering Incidents	lasering_incidents.png	I still don't know how the police found my compound where I ran an illegal searchlight depot/covert blimp airfield/fireworks testing range.			2024	12	27
3031	Time Capsule Instructions	time_capsule_instructions.png	Inside is a third box, labeled DO NOT OPEN UNLESS YOU ARE IN THE TIME ZONE WHERE YOU OPENED BOTH PREVIOUS BOXES.			2024	12	30
3032	Skew-T Log-P	skew_t_log_p.png	The most important quantity for meteorologists is of course the product of latent pressure and temperostrophic enthalpy, though 'how nice the weather is' is a close second.			2025	1	1
3033	Origami Black Hole	origami_black_hole.png	You may notice the first half of these instructions are similar to the instructions for a working nuclear fusion device. After the first few dozen steps, be sure to press down firmly and fold quickly to overcome fusion pressure.			2025	1	3
3034	Features of Adulthood	features_of_adulthood.png	I don't dig pit traps and cover them with sticks and a thin layer of leaves nearly as much as I expected; I find a chance to do it barely once a month.			2025	1	6
3035	Trimix	trimix.png	You don't want the nitrogen percentage to be too high or you run the risk of eutrophication.			2025	1	8
3036	Chess Zoo	chess_zoo.png	The zoo takes special care to keep kings separated from opposite-color pieces as part of their conservation program to prevent mating in captivity.			2025	1	10
3037	Radon	radon.png	A good ²³⁸Umbrella policy should cover it.			2025	1	13
3038	Uncanceled Units	uncanceled_units.png	Speed limit c arcminutes^2 per steradian			2025	1	15
3039	Human Altitude	human_altitude.png	I wonder what surviving human held the record before balloons (excluding edge cases like jumping gaps on a mountain bridge). Probably it was someone falling from a cliff into snow or water, but maybe it involved something weird like a gunpowder explosion or volcano.			2025	1	17
3040	Chemical Formulas	chemical_formulas.png	Can you pass the nackle?			2025	1	20
3041	Unit Circle	unit_circle.png	They're continuing to search for a square with the same area as the circle, as efforts to construct one have run into difficulties.			2025	1	22
3042	T. Rex Evolution	t_rex_evolution.png	Unfortunately, body size and bite force continue to increase.			2025	1	24
3043	Muons	muons.png	Update: I've been banned from the physics department for the way I pronounce "Doppler effect."			2025	1	27
3044	Humidifier Review	humidifier_review.png	They should add a little sticker that certifies that the humidifier supports water conservation, but in the sense of energy conservation or momentum conservation.			2025	1	29
3045	AlphaMove	alphamove.png	It struggles a little with complex positions, like when there are an even number of moves and it has to round down, but when run against itself it's capable of finding some novelties. At one point I saw six knights on the board at once; Stockfish rarely exceeds four.			2025	1	31
3046	Stromatolites	stromatolites.png	If only my ancestors had been fortunate enough to marry into the branch of the bacteria family that could photosynthesize, like all my little green cousins here.			2025	2	3
3047	Rotary Tool	rotary_tool.png	It was great until my thumb slipped and I accidentally launched my telescope into the air at Mach 8.			2025	2	5
3048	Suspension Bridge	suspension_bridge.png	As a first step, they can put in a secondary deck, to help drivers try it out and find out how fun the jumps are. After a while no one will use the old flat deck and they can remove it.			2025	2	7
3049	Incoming Asteroid	incoming_asteroid.png	The bottom ones are also potentially bad news for any other planets in our solar system that have been counting on Earth having a stable orbit.			2025	2	10
3050	Atom	atom.png	What's weirder is that muons turned out to be INCREDIBLY cute.			2025	2	12
3051	Hardwood	hardwood.png	They may technically have been softwoods at some point, but they definitely aren't now.			2025	2	14
3052	Archive Request	archive_request.png	They just want researchers in the enclosure to feel enriched and stimulated. ('The Enclosure' is what archivists call the shadowy world outside their archives in which so many people are trapped.)			2025	2	17
3053	KM3NeT	km3net.png	Unfortunately, KM3NeT led to the discovery of the Pauli anglerfish, which emits Cherenkov radiation to prey on neutrino researchers.			2025	2	19
3054	Scream Cipher	scream_cipher.png	AAAAAA A ÃA̧AȂA̦ ǍÅÂÃĀÁȂ AAAAAAA!			2025	2	21
3055	Giants	giants.png	I can't get over the suspicion that all those viral pictures are photoshopped and 'Flemish' belongs in the lower right circle.			2025	2	24
3056	RNA	rna.png	2040s: RNA formed the basis for life each of the five known times it arose on the early Earth.			2025	2	26
3057	Excusing Yourself	excusing_yourself.png	The most awkward part is when you have to pause to put on your shoes before you continue rolling out the door.			2025	2	28
