num	safe_title	img	alt	link	news	year	month	day
1002	Game AIs	game_ais.png	The top computer champion at Seven Minutes in Heaven is a Honda-built Realdoll, but to date it has been unable to outperform the human Seven Minutes in Heaven champion, Ken Jennings.			2012	1	11
1003	Adam and Eve	adam_and_eve.png	Abel and Steve would've been fine! I like Steve!			2012	1	13
1004	Batman	batman.png	I'm really worried Christopher Nolan will kill a man dressed like a bat in his next movie. (The man will be dressed like a bat, I mean. Christopher Nolan won't be, probably.)			2012	1	16
1005	SOPA	sopa.png	In protest of SOPA, I'm currently getting totally blacked out.			2012	1	18
1006	Sloppier Than Fiction	sloppier_than_fiction.png	Roger Ebert once called you directionless and unwatchable.			2012	1	20
1007	Sustainable	sustainable.png	Though 100 years is longer than a lot of our resources.			2012	1	23
1008	Suckville	suckville.png	Suckville is considered by the Census Bureau to be part of the Detroit metropolitan statistical area, despite not being located anywhere near Detroit.			2012	1	25
1009	Sigh	sigh.png	If you're annoying enough, you can get them to respond with an involuntary second sigh and get a rhythm going.			2012	1	27
1010	Etymology-Man	etymology_man.png	'I can't believe I'm saying this, but I wish Aquaman were here instead--HE'D be able to help.'			2012	1	30
1011	Baby Names	baby_names.png	I've been trying for a couple years now but I haven't been able to come up with a name dumber than 'Renesmee'.			2012	2	1
1012	Wrong Superhero	wrong_superhero.png	Hi! Someone call for me? I'm a superhero who specializes in the study of God's creation of Man in the Book of Genesi-- HOLY SHIT A GIANT BUG!			2012	2	3
1013	Wake Up Sheeple	wake_up_sheeple.png	You will be led to judgement like lambs to the slaughter--a simile whose existence, I might add, will not do your species any favors.			2012	2	6
1014	Car Problems	car_problems.png	Or if you replace your car, we'll be happy to set it on fire again so you can take another crack at getting that shot.			2012	2	8
1015	Kerning	kerning.png	I have never been as self-conscious about my handwriting as when I was inking in the caption for this comic.			2012	2	10
1016	Valentine Dilemma	valentine_dilemma.png	The worst resolution to the Valentine Prisoner's Dilemma when YOU decide not to give your partner a present but your PARTNER decides to testify against you in the armed robbery case.			2012	2	13
1017	Backward in Time	backward_in_time.png	People tell me I have too much time on my hands, but really the problem is that there's too much time, PERIOD.	https://xkcd.com/1017/spreadsheet/		2012	2	14
1018	Good Cop, Dadaist Cop	good_cop_dadaist_cop.png	NOW INVENT AN IMPOSSIBLE-TO-TRANSLATE LANGUAGE AND USE IT TO TELL US WHERE THE MONEY IS.			2012	2	17
1019	First Post	first_post.png	'Nuh-uh! We let users vote on comments and display them by number of votes. Everyone knows that makes it impossible for a few persistent voices to dominate the discussion.'			2012	2	20
1020	Orion Nebula	orion_nebula.png	Also on the agenda: what's with his hips?			2012	2	22
1021	Business Plan	business_plan.png	The investor elevator pitch is "Wheeeeeeee! Elevators are fun!"			2012	2	24
1022	So It Has Come To This	so_it_has_come_to_this.png	'Come to what?' 'You. Me. This moment.'			2012	2	27
1023	Late-Night PBS	late_night_pbs.png	Then it switched to these old black-and-white tapes of Bob Ross slumped against the wall of an empty room, painting the least happy trees you've ever seen. Either PBS needs to beef up studio security or I need to stop using Ambien to sleep.			2012	2	29
1024	Error Code	error_code.png	It has a section on motherboard beep codes that lists, for each beep pattern, a song that syncs up well with it.			2012	3	2
1025	Tumblr	tumblr.png	Dot Tumblr Dot Com, on the other hand, would be an awful name for a band, if only because of how hard it would be to direct people to your band's website.			2012	3	5
1026	Compare and Contrast	compare_and_contrast.png	Frankly, I see no difference between thee and a summer's day. Only Ron Paul offers a TRUE alternative!			2012	3	7
1027	Pickup Artist	pickup_artist.png	Son, don't try to play 'make you feel bad' with the Michael Jordan of making you feel bad.			2012	3	9
1028	Communication	communication.png	Anyone who says that they're great at communicating but 'people are bad at listening' is confused about how communication works.			2012	3	12
1029	Drawing Stars	drawing_stars.png	Screw these 36-degree angles. I'm converting to Judaism.			2012	3	14
1030	Keyed	keyed.png	I was sure he was just getting revenge, but then he did the same thing to Carrie Underwood. Then he mailed me a scone. I think I'm giving up dating.			2012	3	16
1031	s/keyboard/leopard/	s_keyboard_leopard.png	Problem Exists Between Leopard And Chair	https://web.archive.org/web/20190726032341/https://wiki.xkcd.com/irc/Leopard	A helpful reader has provided an <a href="https://userscripts.org/scripts/show/128626">s/keyboard/leopard/ user script</a>.	2012	3	19
1032	Networking	networking.png	Our company is agile and lean with a focus on the long tail. Ok, our company is actually a polecat I found in my backyard.			2012	3	21
1033	Formal Logic	formal_logic.png	Note that this implies you should NOT honk solely because I stopped for a pedestrian and you're behind me.			2012	3	23
1034	Share Buttons	share_buttons.png	The only post to achieve perfect balance between the four was a hilarious joke about Mark Zuckerberg getting caught using a pseudonym to sneak past the TSA.			2012	3	26
1035	Cadbury Eggs	cadbury_eggs.png	When they moved production from New Zealand to the UK and switched from the runny white centers to the thick, frosting-like filling, it got way harder to cook them scrambled.			2012	3	28
1036	Reviews	reviews.png	I plugged in this lamp and my dog went rigid, spoke a sentence of perfect Akkadian, and then was hurled sideways through the picture window. Even worse, it's one of those lamps where the switch is on the cord.			2012	3	30
1037	Umwelt	reviews.png	Umwelt is the idea that because their senses pick up on different things, different animals in the same ecosystem actually live in very different worlds. Everything about you shapes the world you inhabit--from your ideology to your glasses prescription to your web browser.		You can get posters, prints, and t-shirts in the <a href="https://store.xkcd.com/">xkcd store</a>.	2012	4	1
1038	Fountain	fountain.png	Implausible, did you say? Sorry, couldn't quite hear you from all the way up heeeeeeeeere!			2012	4	4
1039	RuBisCO	rubisco.png	Bruce Schneier believes safewords are fundamentally insecure and recommends that you ask your partner to stop via public key signature.			2012	4	6
1040	Lakes and Oceans	lakes_and_oceans.png	James Cameron has said that he didn't know its song would be so beautiful. He didn't close the door in time. He's sorry.	https://xkcd.com/1040/large/		2012	4	9
1041	Whites of Their Eyes	whites_of_their_eyes.png	Don't fire until you see through the fragile facade to the human being within.			2012	4	11
1042	Never	never.png	I'll never forget you--at least, the parts of you that were important red flags.			2012	4	13
1043	Ablogalypse	ablogalypse.png	Plus the reaction in the Tumblverse is always 'repeatedly get hit by a dog and fall down the stairs'.			2012	4	16
1044	Romney Quiz	romney_quiz.png	Charlie actually delivered the Medicare line almost verbatim in the 1971 movie's Fizzy Lifting Drink scene, but it was ultimately cut from the final release.			2012	4	18
1045	Constraints	constraints.png	[title-text similarly alphabetized]			2012	4	20
1046	Skynet	skynet.png	'YOUR CLOTHES. GIVE THEM TO ME.' 'Shit, uh ... you are now breathing manually!' 'I AM ALWAYS BREATHING MANUALLY.'			2012	4	23
1047	Approximations	approximations.png	Two tips: 1) 8675309 is not just prime, it's a twin prime, and 2) if you ever find yourself raising log(anything)^e or taking the pi-th root of anything, set down the marker and back away from the whiteboard; something has gone horribly wrong.		Lots of emails mention the physicist favorite, 1 year = pi x 10<sup>7</sup> seconds.<br />75^4 is a hair more accurate, but it's hard to top 3,141,592's elegance.	2012	4	25
1048	Emotion	emotion.png	Fortunately, the internet has a virtually inexhaustible supply of code that doesn't work and people who are wrong, which bodes well for a return to normalcy. [Note: Click to read context for the cancer comics. She's doing well.]	https://blog.xkcd.com/2011/06/30/family-illness/		2012	4	27
1049	Bookshelf	bookshelf.png	I had a hard time with Ayn Rand because I found myself enthusiastically agreeing with the first 90% of every sentence, but getting lost at 'therefore, be a huge asshole to everyone.'			2012	4	30
1050	Forgot Algebra	forgot_algebra.png	The only things you HAVE to know are how to make enough of a living to stay alive and how to get your taxes done. All the fun parts of life are optional.			2012	5	2
1051	Visited	visited.png	I hate when I read something like '... tension among the BASE jumpers nearly led to wingsuit combat ...', and I get excited because 'wingsuit combat' is underlined, only to find that it's just separate links to the 'wingsuit' and 'combat' articles.			2012	5	4
1052	Every Major's Terrible	every_majors_terrible.png	Someday I'll be the first to get a Ph. D in 'Undeclared'.	https://www.youtube.com/watch?v=DhaEjgnmy3c	Cool--someone's already taken a crack at <a href="https://www.youtube.com/watch?v=Gu1VhsNOwPU">singing this</a>!	2012	5	7
1053	Ten Thousand	ten_thousand.png	Saying 'what kind of an idiot doesn't know about the Yellowstone supervolcano' is so much more boring than telling someone about the Yellowstone supervolcano for the first time.			2012	5	9
1054	The bacon	thebacon.png	Normally pronounced 'THEH-buh-kon', I assume.			2012	5	11
1055	Kickstarter	kickstarter.png	If you pledge more than $50 you'll get on the VIP list and have first dibs on a slot on ANY of the pledge levels in the actual campaign.			2012	5	14
1056	Felidae	felidae.png	'Smilodon fatalis' narrowly edged out 'Tyrannosaurus rex' to win this year's Most Badass Latin Names competition, after edging out 'Dracorex hogwartsia' and 'Stygimoloch spinifer' (meaning 'horned dragon from the river of death') in the semifinals.			2012	5	16
1057	Klout	klout.png	Though please do confirm that it's actually *me* on Klout first, and not one of my friends trying to get me punched. The great thing about this douchebag deadman switch is that I will never dare trigger it.			2012	5	18
1058	Old-Timers	old_timers.png	You were on the internet before I was born? Well, so was I.			2012	5	21
1059	Bel-Air	bel_air.png	Aaron Sorkin has been tapped to write the TV movie about the aging prince's eventual election to Pat Toomey's Senate seat, currently titled either 'FRESHman Senator' or 'Mr. Smith Goes to Washington'.			2012	5	23
1060	Crowdsourcing	crowdsourcing.png	We don't sell products; we sell the marketplace. And by 'sell the marketplace' we mean 'play shooters, sometimes for upwards of 20 hours straight.'			2012	5	25
1061	EST	est.png	The month names are the same, except that the fourth month only has the name 'April' in even-numbered years, and is otherwise unnamed.			2012	5	28
1062	Budget News	budget_news.png	I will vote, no questions asked, for any candidate who describes themselves as 'more of a deficit sugar glider.'			2012	5	30
1063	Kill Hitler	kill_hitler.png	Revised directive: It is forbidden for you to interfere with human history until you've at least taken a class on it.			2012	6	1
1064	Front Door	front_door.png	FYI: I'll be releasing a wolf into a randomly-chosen front yard sometime in the next 30 years. Now your fear is reasonable, and you don't need to feel embarrassed anymore. Problem solved!			2012	6	4
1065	Shoes	shoes.png	I *do* hear that they're the most comfortable thing to wear on your feet since sliced bread.			2012	6	6
1066	Laundry	laundry.png	During the second semester, the path is briefly routed through the dishwasher.			2012	6	8
1067	Pressures	pressures.png	Everyone's caught by surprise when a theory of quantum gravity is developed by a sound technician wearing patent leather shoes while editing Clerks II.			2012	6	11
1068	Swiftkey	swiftkey.png	Although the Markov chain-style text model is still rudimentary; it recently gave me "Massachusetts Institute of America". Although I have to admit it sounds prestigious.			2012	6	13
1069	Alphabet	alphabet.png	Do I get to remove letters entirely? Or just rearrange them? Because the 'k/c' situation is ridiculous. Look, we can make out whenever. This is *immortality*!			2012	6	15
1070	Words for Small Sets	words_for_small_sets.png	If things are too quiet, try asking a couple of friends whether "a couple" should always mean "two". As with the question of how many spaces should go after a period, it can turn acrimonious surprisingly fast unless all three of them agree.			2012	6	18
1071	Exoplanets	exoplanets.png	Planets are turning out to be so common that to show all the planets in our galaxy, this chart would have to be nested in itself--with each planet replaced by a copy of the chart--at least three levels deep.	https://xkcd.com/1071/large/		2012	6	20
1072	Seventies	seventies.png	Hey, man, the 1670s called. They were like 'Wherefore this demonic inſtrument? By what ſorcery does it produce ſuch ſounds?"			2012	6	22
1073	Weekend	weekend.png	Of the two Garfields, you wouldn't think the cat would turn out to be the more compelling presidential speechwriter, but there you go.			2012	6	25
1074	Moon Landing	moon_landing.png	Ok, so Spirit and Opportunity are pretty awesome. And Kepler. And New Horizons, Cassini, Curiosity, TiME, and Project M. But c'mon, if the Earth were a basketball, in 40 years no human's been more than half an inch from the surface.			2012	6	27
1075	Warning	warning.png	Also possibly several miles beyond that.			2012	6	29
1076	Groundhog Day	groundhog_day.png	If you closely examine the cosmic background radiation, you can pick up lingering echoes of 'I Got You Babe'.			2012	7	2
1077	Home Organization	home_organization.png	Lifehacking!			2012	7	4
1078	Knights	knights.png	1. Nf3 ... ↘↘↘  2. Nc3 ... ↘↘↘  0-1			2012	7	6
1079	United Shapes	united_shapes.png	That eggplant is in something of a flaccid state.	https://xkcd.com/1079/large/	There's a larger version of this map <a href="https://xkcd.com/1079/large/">here</a>! It's also available as a <a href="https://store.xkcd.com/products/united-shapes-poster">poster</a>.<br />New: <a href="https://what-if.xkcd.com/1/">what-if.xkcd.com</a>: abusing science to answer hypothetical questions.<br />I'll answer a new reader question every Tuesday.	2012	7	9
1080	Visual Field	visual_field.png	I recently learned something that solved a mystery that had bugged me since childhood--why, when I looked at an analog clock, the hand would sometimes seem to take a couple seconds to start ticking. Google "stopped clock illusion".	https://xkcd.com/1080/large/		2012	7	11
1081	Argument Victory	argument_victory.png	Really, the comforting side in most conspiracy theory arguments is the one claiming that anyone who's in power has any plan at all.			2012	7	13
1082	Geology	geology.png	That's a gneiss butte.			2012	7	16
1083	Writing Styles	writing_styles.png	I liked the idea, suggested by h00k on bash.org, of a Twitter bot that messages prominent politicians to tell them when they've unnecessarily used sms-speak abbreviations despite having plenty of characters left.			2012	7	18
1084	Server Problem	server_problem.png	Protip: Annoy Ray Kurzweil by always referring to it as the 'Cybersingularity'.			2012	7	20
1085	ContextBot	contextbot.png	If you read all vaguebooking/vaguetweeting with the assumption that they're saying everything they can without revealing classified military information, the internet gets way more exciting.			2012	7	23
1086	Eyelash Wish Log	eyelash_wish_log.png	Ooh, another one. Uh ... the ability to alter any coefficients of friction at will during sporting events.			2012	7	25
1087	Cirith Ungol	cirith_ungol.png	My all-time favorite example of syntactic ambiguity comes from Wikipedia: 'Charlotte's Web is a children's novel by American author E. B. White, about a pig named Wilbur who is saved from being slaughtered by an intelligent spider named Charlotte.'			2012	7	27
1088	Five Years	five_years.png	'Well, no further questions. You're hired!' 'Oh, sorry! I'm no longer interested. There's a bunch of future I gotta go check out!'			2012	7	30
1089	Internal Monologue	internal_monologue.png	Oh right, eye contact. Ok, good, holding the eye contact ... holding ... still holding ... ok, too long! Getting weird! Quick, look thoughtfully into space and nod. Oh, dammit, said 'yeah' again!			2012	8	1
