num	safe_title	img	alt	link	news	year	month	day
1502	Wasted Time	wasted_time.png	Since it sounds like your time spent typing can't possibly be less productive than your time spent not typing, have you tried typing SLOWER?			2015	3	23
1503	Squirrel Plan	squirrel_plan.png	[Halfway to the Sun ...] Heyyyy ... what if this BALLOON is full of acorns?!			2015	3	25
1504	Opportunity	opportunity.png	We all remember those famous first words spoken by an astronaut on the surface of Mars: "That's one small step fo- HOLY SHIT LOOK OUT IT'S GOT SOME KIND OF DRILL! Get back to the ... [unintelligible] ... [signal lost]"			2015	3	27
1505	Ontological Argument	ontological_argument.png	A God who holds the world record for eating the most skateboards is greater than a God who does not hold that record.			2015	3	30
1506	xkcloud	xkcloud.png		//xkcd.com/1506/		2015	4	1
1507	Metaball	metaball.png	Shoot, it landed in the golf course. Gonna be hard to get it down the--oh, never mind, it rolled onto the ice hazard. Face-off!			2015	4	3
1508	Operating Systems	operating_systems.png	One of the survivors, poking around in the ruins with the point of a spear, uncovers a singed photo of Richard Stallman. They stare in silence. "This," one of them finally says, "This is a man who BELIEVED in something."			2015	4	6
1509	Scenery Cheat Sheet	scenery_cheat_sheet.png	At the boundary between each zone, stories blend together. Somewhere in the New Mexico desert, the Roadrunner is pursued by a tireless Anton Chigurh.	https://xkcd.com/1509/large/		2015	4	8
1510	Napoleon	napoleon.png	"Mr. President, what if the unthinkable happens? What if the launch goes wrong, and Napoleon is not stranded on the Moon?" "Have Safire write up a speech."			2015	4	10
1511	Spice Girl	spice_girl.png	Haha, you'll see!			2015	4	13
1512	Horoscopes	horoscopes.png	If you live in the Northern hemisphere, anyway. In the southern hemisphere, due to the coriolis effect, babies are born nine months BEFORE they're conceived.			2015	4	15
1513	Code Quality	code_quality.png	I honestly didn't think you could even USE emoji in variable names. Or that there were so many different crying ones.			2015	4	17
1514	PermaCal	permacal.png	The flood of PermaCalNTP leap-second notifications was bad enough, but when people started asking for millisecond resolution, the resulting DDOS brought down the internet.			2015	4	20
1515	Basketball Earth	basketball_earth.png	How many points do you get for dunking every basketball in existence at once?			2015	4	22
1516	Win by Induction	win_by_induction.png	This would be bad enough, but every 30th or 40th pokéball has TWO of them inside.			2015	4	24
1517	Spectroscopy	spectroscopy.png	Although right now I'm more excited about ESPRESSO's radial velocity measurements, so I'm listening to This Kiss, her song about measuring "centrifugal motion" on "a rooftop under the sky".			2015	4	27
1518	Typical Morning Routine	typical_morning_routine.png	Hang on, I've heard this problem. We need to pour water into the duct until the phone floats up and ... wait, phones sink in water. Mercury. We need a vat of mercury to pour down the vent. That will definitely make this situation better and not worse.			2015	4	29
1519	Venus	venus.png	The sudden introduction of Venusian flowers led to an explosive growth of unusual Earth pollinators, which became known as the "butterfly effect."			2015	5	1
1520	Degree-Off	degree_off.png	I'M SORRY, FROM YOUR YEARS OF CONDESCENDING TOWARD THE 'SQUISHY SCIENCES', I ASSUMED YOU'D BE A LITTLE HARDER.			2015	5	4
1521	Sword in the Stone	sword_in_the_stone.png	That seems like an awful lot of hassle when all I wanted was a cool sword.			2015	5	6
1522	Astronomy	astronomy.png	Astrobiology is held back by the fact that we're all too nervous to try to balance on the ladder while holding an expensive microscope.			2015	5	8
1523	Microdrones	microdrones.png	Oh, weird, Amazon is out of butterfly nets.			2015	5	11
1524	Dimensions	dimensions.png	I would say time is definitely one of my top three favorite dimensions.			2015	5	13
1525	Emojic 8 Ball	emojic_8_ball.png		https://xkcd.com/1525/		2015	5	15
1526	Placebo Blocker	placebo_blocker.png	They work even better if you take them with our experimental placebo booster, which I keep in the same bottle.			2015	5	18
1527	Humans	humans.png	At this point, if we're going to keep insisting on portraying dinosaurs as featherless because it's "cooler", it's time to apply that same logic to art involving bald eagles.			2015	5	20
1528	Vodka	vodka.png	Or whatever's handy! I'm pretty much pure alcohol and water, so it doesn't really matter!			2015	5	22
1529	Bracket	bracket.png	I'm staring at the "doctor" section, and I can't help but feel like I've forgotten someone.			2015	5	25
1530	Keyboard Mash	keyboard_mash.png	WHY DON'T YOU COME HANG OUT INSIDE MY HOUSE. WE CAN COOK BREAD AND CHAT ABOUT OUR INTERNAL SKELETONS.			2015	5	27
1531	The BDLPSWDKS Effect	the_bdlpswdks_effect.png	This well-known effect has of course been replicated in countless experiments.			2015	5	29
1532	New Horizons	new_horizons.png	Last-minute course change: Let's see if we can hit Steve's house.			2015	6	1
1533	Antique Factory	antique_factory.png	WARNING: This item was aged by the same inexorable passage of time that also processes nuts.			2015	6	3
1534	Beer	beer.png	Mmmm, this is such a positive experience! I feel no social pressure to enjoy it at all!			2015	6	5
1535	Words for Pets	words_for_pets.png	Seventh year: Perfectly coherent words, but in the pet's language, not mine.			2015	6	8
1536	The Martian	the_martian.png	I have never seen a work of fiction so perfectly capture the out-of-nowhere shock of discovering that you've just bricked something important because you didn't pay enough attention to a loose wire.			2015	6	10
1537	Types	types.png	colors.rgb("blue") yields "#0000FF". colors.rgb("yellowish blue") yields NaN. colors.sort() yields "rainbow"			2015	6	12
1538	Lyrics	lyrics.png	To me, trying to understand song lyrics feels like when I see text in a dream but it𝔰 hอᵣd t₀ ᵣeₐd aกd 𝒾 canٖt fཱྀcu༧༦࿐༄			2015	6	15
1539	Planning	planning.png	[10 years later] Man, why are people so comfortable handing Google and Facebook control over our nuclear weapons?			2015	6	17
